發生時間,發生地點,死亡受傷人數,車種,經度,緯度,unixtime
"2021-01-01 01:23:00","臺北市信義區嘉興街 / 臺北市信義區信安街",死亡0;受傷1,大型重型2(250-550C.C.)-機車;普通重型-機車,121.556780,25.025610,1609435380
"2021-01-01 01:25:00",屏東縣屏東市建國路前0.0公尺,死亡0;受傷1,普通重型-機車,120.445265,22.649209,1609435500
"2021-01-01 01:40:23","臺東縣臺東市興安路1段口 / 臺東縣臺東市文昌路口",死亡0;受傷1,自用-小貨車(含客、貨兩用);自用-小客車,121.127380,22.790715,1609436423
"2021-01-01 01:52:35","桃園市大園區國道1號 53公里200.0公尺處南側向外側",死亡0;受傷3,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人,121.218322,24.971418,1609437155
"2021-01-01 02:00:00","臺北市中正區桃源街1段 / 臺北市中正區寶慶路1段",死亡0;受傷1,普通重型-機車,121.510415,25.041305,1609437600
"2021-01-01 02:02:00",新北市泰山區新北市泰山區泰山路,死亡0;受傷1,普通重型-機車;自用-小客車,121.432780,25.061103,1609437720
"2021-01-01 02:10:00","臺北市北投區文林北路 / 臺北市北投區承德路6段",死亡0;受傷1,普通重型-機車,121.511371,25.110474,1609438200
"2021-01-01 02:10:00","臺北市文山區木新路2段 / 臺北市文山區指南路1段",死亡0;受傷2,普通重型-機車;普通輕型-機車;乘客-人,121.570700,24.987713,1609438200
"2021-01-01 02:11:00",屏東縣內埔鄉中林村聯通街215號口,死亡0;受傷1,自用-小客車;普通重型-機車,120.603824,22.660822,1609438260
"2021-01-01 02:21:00","雲林縣大埤鄉國道1號 246公里100.0公尺處南側向外側",死亡0;受傷1,營業用-半聯結車;自用-小客車;乘客-人,120.445400,23.645992,1609438860
"2021-01-01 02:25:00","臺北市內湖區金龍路 / 臺北市內湖區金湖路",死亡0;受傷1,計程車-小客車;普通重型-機車,121.595134,25.084222,1609439100
"2021-01-01 02:42:00",新北市汐止區新北市汐止區新台五路1段燈桿526589號處,死亡0;受傷2,普通重型-機車;乘客-人,121.653422,25.061916,1609440120
"2021-01-01 02:53:00","澎湖縣馬公市西文里新店路口 / 澎湖縣馬公市新生路口",死亡0;受傷2,普通重型-機車;計程車-小客車,119.585489,23.563743,1609440780
"2021-01-01 02:57:00","彰化縣二林鎮西平里自強街 / 彰化縣二林鎮西平里莊敬街",死亡0;受傷1,普通重型-機車;自用-小客車,120.365533,23.897329,1609441020
"2021-01-01 03:07:00","臺北市大安區市民大道3段 / 臺北市大安區八德路2段",死亡0;受傷1,計程車-小客車,121.534528,25.044898,1609441620
"2021-01-01 03:10:00","臺北市信義區松智路 / 臺北市信義區松壽路",死亡0;受傷2,計程車-小客車;計程車-小客車;乘客-人,121.565462,25.035876,1609441800
"2021-01-01 03:24:00","臺北市信義區吳興街 / 臺北市信義區松仁路",死亡0;受傷1,普通重型-機車,121.569466,25.021065,1609442640
"2021-01-01 03:27:00","臺南市新化區全興里市道180甲線口 / 臺南市新化區全興里區道南170線口",死亡0;受傷4,普通重型-機車;自用-小客車;乘客-人;乘客-人,120.293129,23.027916,1609442820
"2021-01-01 03:34:00",臺北市萬華區康定路264號前0.0公尺,死亡0;受傷1,普通重型-機車;計程車-小客車,121.501554,25.037286,1609443240
"2021-01-01 03:40:00","臺北市大同區承德路2段 / 臺北市大同區民權西路",死亡0;受傷1,計程車-小客車;普通重型-機車,121.518220,25.062839,1609443600
"2021-01-01 03:45:00",新北市中和區新北市中和區圓通路252號與圓通路,死亡0;受傷2,普通重型-機車;普通重型-機車,121.493837,24.991305,1609443900
"2021-01-01 04:14:00","屏東縣屏東市自由路北側 / 屏東縣屏東市林森路東側",死亡0;受傷1,普通重型-機車;自用-小客車,120.495404,22.671993,1609445640
"2021-01-01 04:50:00","屏東縣枋山鄉台1線 459公里500.0公尺處南側向機、慢車道",死亡0;受傷3,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,120.652989,22.261031,1609447800
"2021-01-01 04:56:00","臺北市大同區民權西路 / 臺北市大同區大龍街",死亡0;受傷2,普通重型-機車;普通重型-機車,121.515977,25.063000,1609448160
"2021-01-01 05:15:00","臺南市永康區國光二街口 / 臺南市永康區大仁街口",死亡0;受傷2,計程車-小客車;自用-小貨車(含客、貨兩用),120.256834,23.002491,1609449300
"2021-01-01 05:15:59",新竹市北區北大路135號,死亡0;受傷2,行人-人;普通重型-機車,120.968555,24.810063,1609449359
"2021-01-01 05:23:00","臺北市萬華區環河南路1段 / 臺北市萬華區桂林路水門口",死亡0;受傷2,普通重型-機車;普通重型-機車,121.496027,25.038858,1609449780
"2021-01-01 05:45:29","臺南市新化區區道南170線口 / 臺南市新化區市道180甲線口",死亡0;受傷2,大型重型1(550C.C.以上)-機車;自用-小貨車(含客、貨兩用);乘客-人,120.293128,23.027917,1609451129
"2021-01-01 05:47:00","南投縣仁愛鄉台14甲線 21公里900.0公尺處東側向內側",死亡0;受傷2,普通重型-機車;租賃車-小客車;乘客-人;乘客-人,121.216763,24.113840,1609451220
"2021-01-01 05:50:00",新竹縣湖口鄉湖中路與台31線路口,死亡0;受傷1,普通重型-機車;自用-小客車,121.071857,24.885273,1609451400
"2021-01-01 05:55:00","臺東縣大武鄉台9線 418公里200.0公尺處北側向外側",死亡0;受傷2,普通重型-機車;乘客-人,120.906941,22.360098,1609451700
"2021-01-01 05:55:00",嘉義縣中埔鄉和睦村中山路5段271號,死亡0;受傷1,普通重型-機車,120.474890,23.451779,1609451700
"2021-01-01 06:14:00","臺北市萬華區康定路 / 臺北市萬華區大理街",死亡0;受傷2,普通重型-機車;普通重型-機車,121.501120,25.034602,1609452840
"2021-01-01 06:30:00","高雄市楠梓區國道1號 356公里100.0公尺處北側向內側",死亡0;受傷1,自用-小貨車(含客、貨兩用);營業用-半聯結車;營業用-半聯結車,120.333246,22.724633,1609453800
"2021-01-01 06:30:08",臺東縣成功鎮基翬路56號前0.0公尺,死亡0;受傷2,自用-小客車;乘客-人;乘客-人,121.402023,23.121820,1609453808
"2021-01-01 06:31:00",新北市三重區新北市三重區中正北路64巷與中正北路,死亡0;受傷2,計程車-小客車;普通重型-機車;乘客-人,121.486779,25.064487,1609453860
"2021-01-01 06:37:00",彰化縣彰化市文化里三民路362號前0.0公尺前,死亡0;受傷1,自用-小客車;普通重型-機車;自用-小貨車(含客、貨兩用),120.546147,24.086178,1609454220
"2021-01-01 06:38:00","屏東縣屏東市民生路口 / 屏東縣屏東市工業路",死亡0;受傷1,營業用-大貨車;普通輕型-機車,120.500372,22.666086,1609454280
"2021-01-01 06:46:00",桃園市平鎮區龍南路與平東路口,死亡0;受傷1,自用-小客車;普通重型-機車,121.254316,24.918909,1609454760
"2021-01-01 06:52:00",新北市土城區新北市土城區中山路與中興路,死亡0;受傷1,普通重型-機車;自用-小客車,121.432937,24.970987,1609455120
"2021-01-01 06:57:00",臺南市官田區二鎮里區道南113線二鎮69號,死亡0;受傷1,普通重型-機車;自用-小客車,120.329998,23.216878,1609455420
"2021-01-01 06:59:00",新北市樹林區新北市樹林區三德街與俊德街,死亡0;受傷1,腳踏自行車-慢車;自用-小貨車(含客、貨兩用),121.415890,25.013270,1609455540
"2021-01-01 07:00:26",雲林縣東勢鄉嘉芳北路上,死亡0;受傷2,自用-小客車;乘客-人,120.244467,23.676006,1609455626
"2021-01-01 07:05:00",新竹縣竹北市中正東路橋下,死亡0;受傷1,普通重型-機車,121.009567,24.836282,1609455900
"2021-01-01 07:05:00",南投縣魚池鄉魚池街265號前,死亡0;受傷1,自用-小客車;普通重型-機車,120.939316,23.896123,1609455900
"2021-01-01 07:10:00","臺東縣臺東市中華路北側 / 臺東縣臺東市中華路",死亡0;受傷1,電動自行車-慢車;普通重型-機車,121.142803,22.746647,1609456200
"2021-01-01 07:20:00",新北市淡水區新北市淡水區北新路1段129之1號,死亡0;受傷2,普通重型-機車;乘客-人,121.453749,25.180808,1609456800
"2021-01-01 07:20:03","桃園市楊梅區國道1號 67公里800.0公尺處南側向內側",死亡0;受傷1,自用-小貨車(含客、貨兩用),121.126577,24.893840,1609456803
"2021-01-01 07:24:00","臺南市安南區台江大道口 / 臺南市安南區育英街口",死亡0;受傷1,自用-小客車;自用-小貨車(含客、貨兩用),120.157833,23.062327,1609457040
"2021-01-01 07:28:00",屏東縣恆春鎮屏東縣恆春鎮墾丁路223號前,死亡0;受傷3,自用-小客車;自用-小客車;自用-小客車,120.797436,21.945545,1609457280
"2021-01-01 07:29:00","彰化縣彰化市南瑶里南瑤路 / 彰化縣彰化市南瑶里仁愛路",死亡0;受傷1,自用-小客車;普通重型-機車,120.539356,24.069406,1609457340
"2021-01-01 07:29:00","彰化縣溪州鄉水尾村中山路1段 / 彰化縣溪州鄉水尾村村外路",死亡0;受傷1,自用-小客車;遊覽車-大客車,120.466945,23.830246,1609457340
"2021-01-01 07:29:08","南投縣集集鎮台16線 4公里900.0公尺處北側向外側",死亡0;受傷1,普通重型-機車,120.759261,23.824253,1609457348
"2021-01-01 07:40:00",臺東縣太麻里鄉台9縣392.4K北上路肩,死亡0;受傷1,普通重型-機車,120.986098,22.572384,1609458000
"2021-01-01 07:40:00",嘉義縣番路鄉大湖村大湖105號電桿附近,死亡0;受傷1,普通重型-機車,120.606344,23.444420,1609458000
"2021-01-01 07:40:00",新北市土城區新北市土城區中華路2段與慶樂街,死亡0;受傷1,自用-小客車;普通重型-機車,121.437742,24.972709,1609458000
"2021-01-01 07:45:00",臺東縣卑南鄉入江橋處(台11線),死亡0;受傷1,自用-小客車;自用-小客車;乘客-人;乘客-人,121.188969,22.823962,1609458300
"2021-01-01 07:49:00",雲林縣斗六市中山路與鎮南路口,死亡0;受傷1,普通重型-機車;自用-小客車,120.539445,23.705237,1609458540
"2021-01-01 07:50:00",臺南市將軍區西甲里西華67-23號前路口,死亡0;受傷1,普通重型-機車;自用-小客車,120.156547,23.199513,1609458600
"2021-01-01 07:57:20",南投縣名間鄉新丹巷32-1號前,死亡0;受傷1,普通重型-機車,120.706441,23.882602,1609459040
"2021-01-01 08:01:06",屏東縣恆春鎮省北路二段、仁愛路口,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人;乘客-人,120.739260,22.033849,1609459266
"2021-01-01 08:02:37",臺南市新市區南科七路往東(南茂公司前),死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.277610,23.111098,1609459357
"2021-01-01 08:10:06",新竹縣芎林鄉富林路一段永巨砂石場前分隔島,死亡0;受傷1,自用-小客車,121.097813,24.748476,1609459806
"2021-01-01 08:11:14",新竹縣竹東鎮幸福路121巷內,死亡0;受傷1,自用-小客車;普通重型-機車,121.091211,24.723179,1609459874
"2021-01-01 08:13:00","彰化縣竹塘鄉五庄村竹五路 / 彰化縣竹塘鄉五庄村竹五路",死亡0;受傷1,自用-小客車;普通重型-機車,120.363729,23.893658,1609459980
"2021-01-01 08:14:00",彰化縣埤頭鄉興農村福德路208號前0.0公尺,死亡0;受傷1,普通重型-機車,120.478060,23.894694,1609460040
"2021-01-01 08:15:00","雲林縣斗六市石榴路南側 / 雲林縣斗六市振興路",死亡0;受傷2,普通重型-機車;電動自行車-慢車,120.578713,23.720670,1609460100
"2021-01-01 08:16:00","南投縣仁愛鄉台14甲線 15公里800.0公尺處",死亡0;受傷1,普通重型-機車;自用-小客車,121.182236,24.098323,1609460160
"2021-01-01 08:20:00",臺南市安定區中榮里區道南134線許中營11-11號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,120.240121,23.089544,1609460400
"2021-01-01 08:20:00","臺南市中西區民權路附近 / 臺南市中西區府中街口",死亡0;受傷2,普通重型-機車;行人-人,120.208284,22.991247,1609460400
"2021-01-01 08:25:00",新北市板橋區新北市板橋區漢生西路165巷與漢生西路,死亡0;受傷1,自用-小客車;普通重型-機車,121.463267,25.023400,1609460700
"2021-01-01 08:26:00","臺北市大同區重慶北路3段 / 臺北市大同區重慶北路3段",死亡0;受傷1,自用-小客車;行人-人,121.513729,25.070485,1609460760
"2021-01-01 08:27:00",臺北市中山區建國北路3段前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.533039,25.070592,1609460820
"2021-01-01 08:28:00",彰化縣鹿港鎮頭南里南勢巷166號前0.0公尺附近,死亡0;受傷1,自用-小客車;自用-小客車,120.458877,24.098127,1609460880
"2021-01-01 08:29:00",南投縣埔里鎮大城里中山路三段681號前0.0公尺東側,死亡0;受傷1,自用-小客車;普通重型-機車,120.947921,23.971005,1609460940
"2021-01-01 08:30:00",新竹市東區東美路91巷,死亡0;受傷1,營業用-曳引車;行人-人,121.002051,24.802558,1609461000
"2021-01-01 08:30:15",苗栗縣大湖鄉下街18號旁,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.867221,24.427072,1609461015
"2021-01-01 08:33:00","彰化縣員林市三信里法院南街 / 彰化縣員林市三信里博愛路",死亡0;受傷1,普通重型-機車;自用-小客車,120.572278,23.965850,1609461180
"2021-01-01 08:35:00",新北市永和區新北市永和區環河西路2段211號,死亡0;受傷1,普通重型-機車;計程車-小客車,121.501573,25.010482,1609461300
"2021-01-01 08:40:00",基隆市安樂區安一路168號前0.0公尺,死亡0;受傷1,計程車-小客車;普通重型-機車,121.732815,25.132548,1609461600
"2021-01-01 08:40:12",桃園市八德區新生路與新生路100巷,死亡0;受傷2,普通重型-機車;普通重型-機車,121.260647,24.931667,1609461612
"2021-01-01 08:47:00","臺北市中正區愛國東路 / 臺北市中正區愛國東路附近",死亡0;受傷1,普通重型-機車;自用-小客車;乘客-人,121.519782,25.033522,1609462020
"2021-01-01 08:47:43","臺南市永康區中正路口 / 臺南市永康區正強街口",死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.251518,23.030862,1609462063
"2021-01-01 08:48:00",新北市新店區新北市新店區安康路3段322號,死亡0;受傷1,普通重型-機車,121.486540,24.952070,1609462080
"2021-01-01 08:49:00",屏東縣枋山鄉善餘村光復路62-2號前0.0公尺,死亡0;受傷1,普通重型-機車,120.692218,22.193914,1609462140
"2021-01-01 08:50:00",新北市三重區新北市三重區三信路與五華街,死亡0;受傷1,普通重型-機車;民營客運-大客車,121.489461,25.087112,1609462200
"2021-01-01 09:00:00","臺東縣長濱鄉台11線 86公里400.0公尺處南側向中內",死亡0;受傷1,普通重型-機車,121.451004,23.314449,1609462800
"2021-01-01 09:00:00",新竹市香山區南大路758號旁,死亡0;受傷2,普通重型-機車;普通重型-機車,120.965355,24.789949,1609462800
"2021-01-01 09:00:00","南投縣仁愛鄉台14甲線 20公里500.0公尺處西側向內側",死亡0;受傷1,普通重型-機車,121.211966,24.109790,1609462800
"2021-01-01 09:00:00",新北市中和區新北市中和區中山路與光華街,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.492562,25.002934,1609462800
"2021-01-01 09:04:00","臺南市中西區中華西路北側 / 臺南市中西區民生路東側",死亡0;受傷1,普通重型-機車;普通重型-機車,120.186701,22.997927,1609463040
"2021-01-01 09:08:00","新竹市東區介壽路口 / 新竹市東區園區一路",死亡0;受傷1,普通重型-機車,121.016672,24.775737,1609463280
"2021-01-01 09:10:00",基隆市仁愛區仁二路137巷前0.0公尺,死亡0;受傷1,普通重型-機車;普通重型-機車,121.746614,25.126209,1609463400
"2021-01-01 09:14:00","屏東縣萬巒鄉光明路口 / 屏東縣萬巒鄉民生路",死亡0;受傷1,普通輕型-機車;自用-小客車,120.597695,22.572427,1609463640
"2021-01-01 09:15:00","臺東縣卑南鄉台11線 154公里200.0公尺處北側向外側",死亡0;受傷1,普通重型-機車;乘客-人,121.196307,22.798033,1609463700
"2021-01-01 09:17:00",新北市淡水區新北市淡水區中山路3號,死亡0;受傷1,普通重型-機車;民營公車-大客車,121.444185,25.169602,1609463820
"2021-01-01 09:20:00",新北市三重區新北市三重區重新路5段與光復路,死亡0;受傷1,普通重型-機車;租賃車-小客車;計程車-小客車,121.468543,25.044136,1609464000
"2021-01-01 09:20:00",新北市三重區新北市三重區自強路1段與民生街,死亡0;受傷1,自用-小客車;普通重型-機車;乘客-人,121.491080,25.068480,1609464000
"2021-01-01 09:22:41",南投縣竹山鎮桂林里中山路4-7號,死亡0;受傷1,普通重型-機車,120.689316,23.753115,1609464161
"2021-01-01 09:24:00","彰化縣大城鄉台17線 63公里北側向內側",死亡0;受傷1,自用-小客車;營業用-曳引車,120.296970,23.879422,1609464240
"2021-01-01 09:30:42","臺東縣太麻里鄉台9線 398公里600.0公尺處西側向外側",死亡0;受傷1,普通重型-機車,120.965709,22.522503,1609464642
"2021-01-01 09:32:00","屏東縣枋山鄉台1線 449公里附近",死亡0;受傷1,普通重型-機車,120.652989,22.261031,1609464720
"2021-01-01 09:34:00",桃園市八德區東泰街227之1號對面,死亡0;受傷1,自用-大貨車;普通重型-機車,121.274166,24.964356,1609464840
"2021-01-01 09:40:37","宜蘭縣五結鄉國道5號 45公里北側",死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,121.793687,24.679044,1609465237
"2021-01-01 09:42:00","彰化縣秀水鄉福安村彰水路2段 / 彰化縣秀水鄉福安村復新街",死亡0;受傷1,普通重型-機車;自用-小客車,120.497379,24.031281,1609465320
"2021-01-01 09:46:00","彰化縣秀水鄉福安村彰水路2段 / 彰化縣秀水鄉福安村三民街",死亡0;受傷1,普通重型-機車;自用-小客車,120.495918,24.029719,1609465560
"2021-01-01 09:49:00",新北市板橋區新北市板橋區信義路與廣權路廣福街68巷口,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.456982,24.994147,1609465740
"2021-01-01 09:50:00",臺南市永康區崑大路205號前,死亡0;受傷2,普通重型-機車;普通重型-機車,120.251841,22.998469,1609465800
"2021-01-01 09:50:00","南投縣仁愛鄉台14甲線 200.0公尺處",死亡0;受傷1,自用-小客車;普通重型-機車,121.134375,24.023740,1609465800
"2021-01-01 09:50:00",屏東縣東港鎮東港橋下南端,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人;乘客-人,120.443320,22.468089,1609465800
"2021-01-01 09:55:00","屏東縣枋山鄉台1線 442公里700.0公尺處北側向人行道",死亡0;受傷1,普通重型-機車,120.614677,22.336194,1609466100
"2021-01-01 09:55:03","苗栗縣竹南鎮龍鳳里龍山路1段口 / 苗栗縣竹南鎮龍鳳里龍江街口",死亡0;受傷1,自用-小客車;普通重型-機車,120.868143,24.695327,1609466103
"2021-01-01 09:58:00",臺東縣臺東市中華路1段629號,死亡0;受傷1,普通重型-機車;自用-小客車,121.148536,22.749622,1609466280
"2021-01-01 10:00:00",臺北市文山區木柵路4段10號前0.0公尺,死亡0;受傷1,自用-小客車;大型重型2(250-550C.C.)-機車,121.571887,24.995498,1609466400
"2021-01-01 10:06:00",新北市板橋區新北市板橋區民生路與長安街,死亡0;受傷3,腳踏自行車-慢車;普通重型-機車;普通重型-機車,121.467701,25.024776,1609466760
"2021-01-01 10:09:00",新竹縣芎林鄉文昌街61號前0.0公尺,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.081531,24.773489,1609466940
"2021-01-01 10:12:00",屏東縣萬巒鄉沿山公路北巷45K,死亡0;受傷2,普通重型-機車;乘客-人,120.621793,22.585548,1609467120
"2021-01-01 10:12:00",新北市樹林區新北市樹林區大安路586號前,死亡0;受傷1,自用-小客車;普通重型-機車,121.411591,24.983558,1609467120
"2021-01-01 10:13:00","臺南市新營區三仙里武昌街東側 / 臺南市新營區正義街",死亡0;受傷1,普通重型-機車;普通重型-機車,120.311999,23.305794,1609467180
"2021-01-01 10:13:00",新北市蘆洲區新北市蘆洲區民權路138號,死亡0;受傷1,自用-小客車;普通重型-機車,121.473035,25.089098,1609467180
"2021-01-01 10:15:00",桃園市龍潭區龍園一路與湧光路一段路口,死亡0;受傷1,自用-小客車;自用-小客車;普通重型-機車,121.187956,24.887278,1609467300
"2021-01-01 10:15:00","南投縣仁愛鄉台14線 75公里500.0公尺處北側",死亡0;受傷1,自用-小客車;自用-小客車;大型重型2(250-550C.C.)-機車,121.119941,24.014383,1609467300
"2021-01-01 10:18:00","彰化縣和美鎮和西里和樂路 / 彰化縣和美鎮和西里平順路",死亡0;受傷1,普通重型-機車;自用-小客車,120.494323,24.114817,1609467480
"2021-01-01 10:20:00",嘉義縣中埔鄉隆興村台三線與台十八線路口,死亡0;受傷1,自用-小貨車(含客、貨兩用);電動自行車-慢車;自用-小貨車(含客、貨兩用),120.527870,23.441664,1609467600
"2021-01-01 10:20:00","彰化縣北斗鎮五權里興農路2段 / 彰化縣北斗鎮五權里五權路",死亡0;受傷2,腳踏自行車-慢車;普通重型-機車,120.523617,23.874531,1609467600
"2021-01-01 10:24:00",屏東縣新園鄉西平路81號,死亡0;受傷1,普通重型-機車,120.455147,22.510981,1609467840
"2021-01-01 10:25:00",屏東縣車城鄉福興路30號前,死亡0;受傷2,自用-小客車;行人-人;行人-人,120.712636,22.073248,1609467900
"2021-01-01 10:25:00","彰化縣和美鎮犁盛里十茂路 / 彰化縣和美鎮犁盛里十茂路",死亡0;受傷2,普通重型-機車;自用-小貨車(含客、貨兩用),120.541206,24.099271,1609467900
"2021-01-01 10:30:00","屏東縣東港鎮新勝里光復路西側 / 屏東縣東港鎮新勝里新勝街北側",死亡0;受傷1,自用-小客車;普通重型-機車,120.453366,22.467231,1609468200
"2021-01-01 10:31:00","彰化縣彰化市磚󿾨里水尾一路 / 彰化縣彰化市磚󿾨里水尾一路",死亡0;受傷1,普通重型-機車;自用-小客車,120.513393,24.075372,1609468260
"2021-01-01 10:33:24",嘉義縣太保市安仁里嘉朴公路與太保五路口,死亡0;受傷1,自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用),120.299257,23.459189,1609468404
"2021-01-01 10:40:06",桃園市八德區和平路與大忠街,死亡0;受傷2,普通重型-機車;普通重型-機車,121.300642,24.957628,1609468806
"2021-01-01 10:43:00",臺南市新化區北勢里村里道路(電桿RS7.5A87前),死亡0;受傷1,腳踏自行車-慢車,120.306635,23.055816,1609468980
"2021-01-01 10:45:00","臺南市中西區中華西路2段東側 / 臺南市中西區府前路2段南側",死亡0;受傷1,普通重型-機車;普通重型-機車,120.186905,22.992656,1609469100
"2021-01-01 10:45:44",苗栗縣竹南鎮南十八尖山路口,死亡0;受傷1,自用-小客車;行人-人,120.892233,24.737618,1609469144
"2021-01-01 10:49:00","澎湖縣馬公市光復里新生路口 / 澎湖縣馬公市光復里新村路口",死亡0;受傷2,普通重型-機車;普通重型-機車,119.570784,23.568917,1609469340
"2021-01-01 10:50:00",新北市板橋區新北市板橋區城林橋機慢車專用道與溪城路,死亡0;受傷1,普通重型-機車;普通重型-機車,121.467731,25.006527,1609469400
"2021-01-01 10:51:00",屏東縣枋山鄉善餘村光復路24號前0.0公尺,死亡0;受傷2,普通重型-機車;腳踏自行車-慢車,120.691795,22.190894,1609469460
"2021-01-01 10:51:00",彰化縣二水鄉聖化村溪邊巷6號前0.0公尺前,死亡0;受傷2,普通重型-機車;行人-人,120.713900,23.800171,1609469460
"2021-01-01 10:54:00",新北市新莊區新北市新莊區新莊路741號,死亡0;受傷1,自用-小客車;普通重型-機車,121.443023,25.032907,1609469640
"2021-01-01 10:55:00","臺南市中西區民權路附近 / 臺南市中西區頂美二街口",死亡0;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人,120.184685,22.999163,1609469700
"2021-01-01 10:58:51",嘉義縣民雄鄉北斗村中華路上,死亡0;受傷1,普通重型-機車,120.455313,23.527888,1609469931
"2021-01-01 11:00:00",新竹縣竹北市經國橋上往竹北方向燈桿61038號處,死亡0;受傷1,普通重型-機車,121.021322,24.810213,1609470000
"2021-01-01 11:00:56",南投縣埔里鎮中正路427號,死亡0;受傷1,自用-小客車;自用-小貨車(含客、貨兩用),120.966939,23.965469,1609470056
"2021-01-01 11:01:00",彰化縣大村鄉擺塘村擺塘巷臨6之51號前0.0公尺,死亡0;受傷1,普通重型-機車,120.565444,23.973339,1609470060
"2021-01-01 11:03:00",屏東縣新園鄉平和路與新安路路口,死亡0;受傷1,普通重型-機車;普通重型-機車,120.462682,22.525444,1609470180
"2021-01-01 11:05:13",南投縣集集鎮民生路、楊厝巷口,死亡0;受傷1,自用-小貨車(含客、貨兩用);自用-小客車,120.790405,23.828630,1609470313
"2021-01-01 11:06:00",新北市新莊區新北市新莊區環漢路3段與19號越堤道,死亡0;受傷2,普通重型-機車;普通重型-機車,120.411600,24.027274,1609470360
"2021-01-01 11:07:00",新北市鶯歌區新北市鶯歌區大湖路361巷,死亡0;受傷1,租賃車-小客車;普通重型-機車,121.330815,24.977512,1609470420
