發生時間,發生地點,死亡受傷人數,車種,經度,緯度,unixtime
"2021-01-09 15:45:00",臺南市新營區嘉芳里新運五路(近新運二路口),死亡1;受傷0,普通重型-機車,120.281829,23.310689,1610178300
"2021-01-10 03:15:05","苗栗縣銅鑼鄉國道1號 138公里700.0公尺處北側向外側",死亡1;受傷0,營業用-大貨車;自用-小客車;自用-小客車,120.782498,24.483412,1610219705
"2021-01-10 06:00:00",彰化縣社頭鄉橋頭村員集路3段263號前0.0公尺前,死亡1;受傷0,自用-小客車;行人-人,120.581711,23.912492,1610229600
"2021-01-10 10:05:00",彰化縣和美鎮月眉里和港路307號前0.0公尺,死亡1;受傷0,大型重型1(550C.C.以上)-機車,120.490688,24.127287,1610244300
"2021-01-10 11:13:00","臺中市大甲區德化里東西五路一段 / 臺中市大甲區德化里南北三路",死亡1;受傷0,自用-小客車;電動自行車-慢車,120.626766,24.374901,1610248380
"2021-01-10 18:21:00",臺中市大里區西湖里草堤路229號前0.0公尺,死亡1;受傷0,自用-小客車,120.672991,24.081261,1610274060
"2021-01-10 20:39:00",彰化縣福興鄉外中村番花路1段前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車,120.480364,24.017853,1610282340
"2021-01-11 02:44:00",苗栗縣南庄鄉苗124乙線4.3公里處,死亡1;受傷0,自用-小客車;行人-人,120.999098,24.634867,1610304240
"2021-01-11 06:14:00",臺中市北屯區平和里文心路四段123號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車;自用-小客車,120.675193,24.173921,1610316840
"2021-01-11 12:40:36","宜蘭縣三星鄉台7甲線 6公里100.0公尺處東側向內側",死亡1;受傷2,自用-小貨車(含客、貨兩用);營業用-大貨車;乘客-人,121.507641,24.592609,1610340036
"2021-01-11 15:40:00","高雄市田寮區西德路 / 高雄市田寮區西德路",死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小客車,120.385789,22.880606,1610350800
"2021-01-11 18:57:00",高雄市大社區和平路1段118號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-曳引車,120.301520,22.627160,1610362620
"2021-01-12 08:45:00",臺東縣卑南鄉明峰村牧場60號,死亡1;受傷0,普通重型-機車,121.112814,22.867121,1610412300
"2021-01-12 16:41:53","花蓮縣鳳林鎮花東公路口 / 花蓮縣鳳林鎮長橋路口",死亡1;受傷0,腳踏自行車-慢車;自用-小客車;乘客-人,121.419328,23.707251,1610440913
"2021-01-12 18:05:00",屏東縣恆春鎮恆春鎮恆東路與恆南路4巷路口,死亡1;受傷0,普通重型-機車;民營客運-大客車,120.750790,22.004285,1610445900
"2021-01-12 19:58:00",臺中市西屯區上安里上安路86號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人,120.640339,24.170972,1610452680
"2021-01-12 22:35:48","臺中市神岡區國道1號 168公里600.0公尺處北側向減速車道",死亡1;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人,120.689807,24.244319,1610462148
"2021-01-12 22:37:12","臺南市歸仁區八甲里文化街一段口 / 臺南市歸仁區八甲里大仁街",死亡1;受傷0,自用-小客車,120.300670,22.971547,1610462232
"2021-01-13 05:35:00","臺北市萬華區東園街 / 臺北市萬華區東園街",死亡1;受傷1,普通重型-機車;行人-人,121.497925,25.022701,1610487300
"2021-01-13 09:43:00","臺中市大肚區頂街里自由路 / 臺中市大肚區頂街里華山路",死亡1;受傷0,普通重型-機車;自用-小客車,120.547745,24.155704,1610502180
"2021-01-13 11:00:00",雲林縣西螺鎮河南里社口路埔心17號電桿處,死亡1;受傷0,普通重型-機車;自用-小客車,120.442779,23.792713,1610506800
"2021-01-13 11:13:37","新竹縣芎林鄉富林路口 / 新竹縣芎林鄉竹林路口",死亡1;受傷0,自用-大貨車;普通重型-機車,121.096835,24.750009,1610507617
"2021-01-13 16:01:00","高雄市鳥松區中正路 / 高雄市鳥松區大同路",死亡1;受傷1,營業用-曳引車;普通重型-機車;乘客-人,120.371218,22.653973,1610524860
"2021-01-13 17:07:00",高雄市湖內區中山路2段154號前0.0公尺前,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車,120.228300,22.907570,1610528820
"2021-01-14 05:06:15","臺南市下營區後街里中正北路北側 / 臺南市下營區後街里人和二街西側",死亡1;受傷1,普通重型-機車;腳踏自行車-慢車;自用-小客車,120.261664,23.237488,1610571975
"2021-01-14 06:06:00",桃園市楊梅區高上里高上路1段67之1號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.162883,24.937458,1610575560
"2021-01-14 07:34:00",臺中市大甲區龍泉里中山路二段930-1號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.641973,24.401343,1610580840
"2021-01-14 08:20:00",臺中市大肚區王田里沙田路1段108號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;營業用-半聯結車,120.576768,24.118855,1610583600
"2021-01-14 09:59:00","臺東縣卑南鄉和平路東側 / 臺東縣卑南鄉和平路北側",死亡1;受傷0,普通重型-機車;自用-大貨車,121.091829,22.787285,1610589540
"2021-01-14 15:05:46",花蓮縣秀林鄉和平村和平路83之1號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,121.747784,24.308947,1610607946
"2021-01-14 16:39:10",新竹縣尖石鄉嘉樂村3鄰嘉樂路179-6號前0.0公尺附近,死亡1;受傷0,自用-小客車;營業用-大貨車,121.211806,24.705057,1610613550
"2021-01-14 16:43:00",臺中市東區近東英六街,死亡1;受傷0,普通重型-機車,120.710303,24.139932,1610613780
"2021-01-14 17:55:00","臺南市善化區南關里三民路口 / 臺南市善化區南關里永安路口",死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.287805,23.129519,1610618100
"2021-01-14 19:45:00",新北市板橋區新北市板橋區堤外機車專用道路與堤外機車專用道路(浮洲橫移門),死亡1;受傷2,普通重型-機車;行人-人;乘客-人,121.469820,25.036062,1610624700
"2021-01-15 04:05:00",臺南市歸仁區中正北路2段124號南側,死亡1;受傷0,普通重型-機車,120.293608,22.981622,1610654700
"2021-01-15 06:50:00","彰化縣伸港鄉溪底村濱海路 / 彰化縣伸港鄉溪底村工五路",死亡1;受傷0,普通重型-機車;自用-大貨車,120.514398,24.167575,1610664600
"2021-01-15 07:37:00",新北市中和區新北市中和區中正路64巷,死亡1;受傷0,普通重型-機車;民營公車-大客車,121.501224,24.993962,1610667420
"2021-01-15 08:40:00",新北市三峽區新北市三峽區介壽路3段115號,死亡1;受傷0,自用-小客車,121.399058,24.942261,1610671200
"2021-01-15 13:56:00",雲林縣褒忠鄉田洋村田洋80電桿前,死亡1;受傷0,普通重型-機車,120.309368,23.721012,1610690160
"2021-01-15 19:12:00",桃園市中壢區中山東路3段106號前0.0公尺附近,死亡1;受傷0,行人-人;營業用-大貨車,121.248138,24.944359,1610709120
"2021-01-15 20:15:00",新竹縣竹東鎮中興路一段270號前,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,121.069543,24.756867,1610712900
"2021-01-15 23:30:00","桃園市中壢區培英路口 / 桃園市中壢區育英路口",死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,121.224837,24.973751,1610724600
"2021-01-16 07:32:00",臺中市龍井區龍泉里沙田路5段315巷前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車,120.543621,24.202581,1610753520
"2021-01-16 08:53:27",桃園市大園區中山南路2段379號前0.0公尺,死亡1;受傷0,普通重型-機車,121.213342,25.026811,1610758407
"2021-01-16 10:30:48",雲林縣北港鎮樹腳里大同路(路燈編號112625前),死亡1;受傷0,普通重型-機車,120.276445,23.579726,1610764248
"2021-01-16 10:47:00","高雄市岡山區介壽西路前 / 高雄市岡山區通校路",死亡1;受傷0,營業用-大貨車;腳踏自行車-慢車,120.281357,22.784276,1610765220
"2021-01-16 13:48:00",桃園市新屋區聚賢路205號前0.0公尺,死亡1;受傷0,普通重型-機車,121.029669,24.994300,1610776080
"2021-01-16 14:06:00",宜蘭縣礁溪鄉玉龍路二段87號前,死亡1;受傷1,自用-小客車;租賃車-小客車,121.787872,24.802050,1610777160
"2021-01-16 16:23:00","高雄市岡山區嘉峰路 / 高雄市岡山區嘉峰路",死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.311936,22.827783,1610785380
"2021-01-16 23:23:00",新北市五股區新北市五股區中興路3段192號旁,死亡1;受傷0,普通重型-機車,121.443922,25.082755,1610810580
"2021-01-17 02:34:00",新北市板橋區新北市板橋區環河西路4段000720號燈桿,死亡1;受傷0,普通重型-機車,121.485541,25.022253,1610822040
"2021-01-17 06:23:00","高雄市鼓山區九如四路 / 高雄市鼓山區內惟路",死亡1;受傷0,普通輕型-機車;自用-小客車,120.283627,22.667691,1610835780
"2021-01-17 08:07:00",臺南市中西區健康路1段10號,死亡1;受傷0,自用-小客車;普通重型-機車,120.211739,22.981246,1610842020
"2021-01-17 10:44:25",新竹市香山區延平路二段45巷口,死亡1;受傷0,普通重型-機車;普通重型-機車;自用-小客車,120.942658,24.805041,1610851465
"2021-01-17 20:40:34",桃園市中壢區中觀路二段(井厝幹28之30電桿)旁,死亡1;受傷0,普通重型-機車,121.163246,24.981192,1610887234
"2021-01-18 16:11:00","臺南市安定區安加里區道南132線口 / 臺南市安定區安加里市道178線口",死亡1;受傷0,自用-大貨車;腳踏自行車-慢車,120.235299,23.115109,1610957460
"2021-01-18 20:44:00",屏東縣崁頂鄉平和南路與龍港路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.474956,22.501589,1610973840
"2021-01-19 14:50:29",桃園市大園區聖德北路538號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車,121.194297,25.039071,1611039029
"2021-01-20 05:47:00",新北市新莊區新北市新莊區福慧路與新知六路,死亡1;受傷0,營業用-小貨車(含客、貨兩用);大型重型2(250-550C.C.)-機車,121.458355,25.062229,1611092820
"2021-01-20 07:35:35",苗栗縣西湖鄉119線8.5公里處,死亡1;受傷1,自用-小客車;行人-人,120.750040,24.545616,1611099335
"2021-01-20 10:00:03",臺南市龍崎區182線往東22.7K附近,死亡1;受傷1,普通重型-機車;乘客-人,120.383248,22.948791,1611108003
"2021-01-20 10:20:00",宜蘭縣員山鄉八甲路12-1號前0.0公尺,死亡1;受傷0,普通輕型-機車,121.706298,24.723773,1611109200
"2021-01-20 11:08:00",桃園市新屋區東明路110號旁產業道路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.083728,24.975719,1611112080
"2021-01-20 15:00:13",臺東縣達仁鄉台9戊線10.8K北上路肩,死亡1;受傷0,營業用-半聯結車,120.841546,22.252594,1611126013
"2021-01-20 16:03:00","臺南市佳里區鎮山里佳南路口 / 臺南市佳里區鎮山里勝利路口",死亡1;受傷0,自用-小客車;普通重型-機車,120.180075,23.148626,1611129780
"2021-01-20 16:21:00","澎湖縣馬公市縣202線 4公里200.0公尺處北側向外側",死亡1;受傷0,普通重型-機車,119.631988,23.583061,1611130860
"2021-01-20 18:02:09",雲林縣口湖鄉湖口村台17線道路北上107公里附近,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.173944,23.552485,1611136929
"2021-01-20 18:55:00",屏東縣鹽埔鄉新埔路839號前0.0公尺,死亡1;受傷1,腳踏自行車-慢車;自用-小貨車(含客、貨兩用),120.564391,22.753349,1611140100
"2021-01-21 00:25:57",宜蘭縣宜蘭市東港橋上宜市路燈桿6265號前,死亡1;受傷0,普通重型-機車,121.758758,24.758010,1611159957
"2021-01-21 06:26:00","桃園市桃園區三民路2段口 / 桃園市桃園區民生路",死亡1;受傷0,營業用-曳引車;普通重型-機車,121.310445,24.999649,1611181560
"2021-01-21 12:50:24",宜蘭縣三星鄉上將路七段與雙和一路口,死亡1;受傷3,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人,121.644155,24.677092,1611204624
"2021-01-21 17:52:00","臺中市西區中興里公益路 / 臺中市西區中興里美村路",死亡1;受傷0,營業用-小貨車(含客、貨兩用);普通重型-機車,120.661669,24.150855,1611222720
"2021-01-21 18:20:00","臺東縣東河鄉台11線 126公里400.0公尺處附近",死亡1;受傷4,自用-小客車;民營公車-大客車;乘客-人;乘客-人;乘客-人;乘客-人,121.344379,23.059007,1611224400
"2021-01-21 20:05:00",彰化縣大村鄉黃厝村美港路415號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.582267,23.984253,1611230700
"2021-01-21 20:18:00",雲林縣四湖鄉林厝村文化路20巷,死亡1;受傷0,普通重型-機車,120.193566,23.637083,1611231480
"2021-01-21 20:55:00",桃園市楊梅區中山北路1段16號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,121.149606,24.907525,1611233700
"2021-01-21 23:56:00","臺東縣大武鄉台9線 408公里700.0公尺處北側向外側",死亡1;受傷0,自用-小貨車(含客、貨兩用),120.938144,22.440477,1611244560
"2021-01-22 00:54:23","臺南市仁德區後壁里中正路二段附近 / 臺南市仁德區後壁里德洋路附近",死亡1;受傷1,普通重型-機車;行人-人,120.251436,22.950224,1611248063
"2021-01-22 04:51:00",基隆市安樂區安樂路二段145號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人,121.724197,25.121314,1611262260
"2021-01-22 05:08:00","臺北市大安區仁愛路4段 / 臺北市大安區復興南路1段",死亡1;受傷0,普通重型-機車;計程車-小客車,121.543741,25.038088,1611263280
"2021-01-22 11:02:00","高雄市左營區大中二路 / 高雄市左營區博愛三路",死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.310175,22.681073,1611284520
"2021-01-22 19:09:00","苗栗縣苗栗市上苗里為公路口 / 苗栗縣苗栗市上苗里中正路口",死亡1;受傷0,行人-人;民營公車-大客車,120.824529,24.569970,1611313740
"2021-01-23 00:16:00",屏東縣里港鄉載興村載南路40號前0.0公尺,死亡1;受傷0,自用-小客車;營業用-曳引車,120.529878,22.779269,1611332160
"2021-01-23 01:58:00","臺南市新化區台20線 17.1公里",死亡1;受傷0,普通重型-機車,120.342676,23.066532,1611338280
"2021-01-23 06:00:00",新北市鶯歌區新北市鶯歌區環河路32號,死亡2;受傷0,普通重型-機車;乘客-人,121.351623,24.944680,1611352800
"2021-01-23 06:12:00",屏東縣屏東市潭墘里環河路前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車,120.446722,22.664956,1611353520
"2021-01-23 08:36:00","桃園市楊梅區國道1號 68公里900.0公尺處南側向外側",死亡1;受傷3,營業用-半聯結車;自用-小客車;乘客-人;乘客-人;乘客-人,121.126577,24.893840,1611362160
"2021-01-23 15:15:00",新北市淡水區新北市淡水區中正東路2段115號,死亡1;受傷1,普通重型-機車;乘客-人,121.459521,25.150497,1611386100
"2021-01-23 16:18:00",屏東縣內埔鄉豐田村建國路26號前0.0公尺附近,死亡1;受傷0,普通重型-機車,120.545835,22.643792,1611389880
"2021-01-23 17:01:00","臺南市柳營區台1線 294公里200.0公尺處北側向機、慢車道",死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.325274,23.275668,1611392460
"2021-01-23 17:45:00",桃園市平鎮區快速路一段大溪往觀音編號P239橋墩旁,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,121.229597,24.908701,1611395100
"2021-01-23 19:55:47",新竹縣關西鎮新力里竹21線1.5K處,死亡1;受傷0,普通重型-機車,121.132915,24.798812,1611402947
"2021-01-24 02:53:56",苗栗縣公館鄉五谷村台6線與苗26線口,死亡1;受傷0,自用-小客車;普通重型-機車,120.818764,24.528990,1611428036
"2021-01-24 07:00:00","屏東縣屏東市棒球路口 / 屏東縣屏東市復興路.口",死亡1;受傷1,普通重型-機車;自用-小客車,120.486907,22.657715,1611442800
"2021-01-24 20:08:00",高雄市楠梓區右昌街110號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.290696,22.709985,1611490080
"2021-01-25 02:56:00",新北市泰山區新北市泰山區泰林路1段15號,死亡1;受傷1,普通重型-機車;拼裝車-其他車,121.440067,25.049859,1611514560
"2021-01-25 07:53:00",新北市蘆洲區新北市蘆洲區2號越堤道與2號越堤道,死亡1;受傷1,普通重型-機車;普通重型-機車,121.473062,25.079465,1611532380
"2021-01-25 15:08:15",苗栗縣三灣鄉台三線103.6公里處,死亡1;受傷0,自用-小客車;普通重型-機車,120.955819,24.614288,1611558495
"2021-01-26 06:46:00",臺中市西屯區西平北巷林厝公園入口處(西平北巷R17燈桿附近),死亡1;受傷0,普通重型-機車,120.623920,24.205091,1611614760
"2021-01-26 07:40:00",新北市淡水區新北市淡水區淡金路2段與北新路,死亡1;受傷0,普通重型-機車;營業用-曳引車;自用-小客車,121.446047,25.193459,1611618000
"2021-01-26 12:22:00",基隆市信義區基隆市信義區壽山路路段上,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.758280,25.133091,1611634920
"2021-01-26 14:45:00","屏東縣枋山鄉台1線 457公里800.0公尺處北側向路肩",死亡1;受傷2,自用-小客車;乘客-人;乘客-人,120.652989,22.261031,1611643500
"2021-01-26 14:48:00",彰化縣二林鎮後厝里新華巷前0.0公尺,死亡1;受傷0,普通重型-機車,120.395753,23.904944,1611643680
"2021-01-26 17:09:00",臺南市西港區南41線3.6公里處南下一般車道,死亡1;受傷1,普通重型-機車;普通重型-機車,120.180324,23.116953,1611652140
"2021-01-26 18:50:00","臺東縣東河鄉台11線 147公里東側向內側",死亡1;受傷3,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);乘客-人;乘客-人,121.210765,22.865030,1611658200
"2021-01-27 08:28:00","新竹縣竹北市國道1號 91公里500.0公尺處北側向外側",死亡1;受傷1,營業用-大貨車;自用-小貨車(含客、貨兩用);營業用-半聯結車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);乘客-人,121.021903,24.833369,1611707280
"2021-01-27 09:35:21",雲林縣西螺鎮大園里光復東路108號前,死亡1;受傷0,營業用-曳引車;普通重型-機車;其他人-人,120.475290,23.797479,1611711321
"2021-01-27 10:06:00",新北市土城區新北市土城區中央路2段與員福街,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車,121.442174,24.978288,1611713160
"2021-01-27 11:12:00",新竹市東區研新一路與研新四路,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.986875,24.777785,1611717120
"2021-01-27 11:12:08",苗栗縣苗栗市國華路1212號前,死亡1;受傷0,營業用-曳引車;普通重型-機車;自用-小客車,120.813420,24.561377,1611717128
"2021-01-27 11:13:28",苗栗縣竹南鎮苗3線電線桿(尖筆幹86AD8671BB36)附近,死亡1;受傷3,自用-小客車;自用-小客車;乘客-人;乘客-人,120.898904,24.726329,1611717208
"2021-01-27 11:57:00","彰化縣北斗鎮中寮里斗苑路2段 / 彰化縣北斗鎮中寮里光前路",死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,120.504903,23.880126,1611719820
"2021-01-27 17:17:24",雲林縣元長鄉雲169鄉道與中山路9巷路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.306344,23.647980,1611739044
"2021-01-28 08:15:00","高雄市路竹區順安路 / 高雄市路竹區無名路",死亡1;受傷1,普通重型-機車;普通重型-機車,120.238900,22.838020,1611792900
"2021-01-28 10:07:00",嘉義縣朴子市竹村里台19線87.2公里與產業道路口,死亡1;受傷0,自用-大貨車;普通重型-機車,120.246290,23.436257,1611799620
"2021-01-28 15:16:25","臺南市新市區國道8號 9公里400.0公尺處西側向交流道",死亡1;受傷0,營業用-半聯結車,120.277306,23.065320,1611818185
"2021-01-28 15:55:00","宜蘭縣員山鄉內城村員山路2段東側 / 宜蘭縣員山鄉內城村惠民路北側",死亡1;受傷1,自用-大貨車;普通重型-機車;乘客-人,121.709024,24.722923,1611820500
"2021-01-29 05:52:00",新北市五股區新北市五股區疏洪一路與疏洪六路,死亡1;受傷0,普通重型-機車,121.458371,25.075385,1611870720
