發生年度,發生月份,發生日期,發生時間,事故類別名稱,處理單位名稱警局層,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,速限-第1當事者,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,車輛撞擊部位大類別名稱-其他,車輛撞擊部位子類別名稱-其他,肇因研判大類別名稱-個別,肇因研判子類別名稱-個別,肇事逃逸類別名稱-是否肇逃,經度,緯度
2026,8,20260801,005900,A2,新北市政府警察局,新北市新店區安和路3段 / 新北市新店區新北環快道路,陰,有照明且開啟,市區道路,50,交岔路,多岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,路上翻車、摔倒,其他,其他不當駕車行為,死亡0;受傷1,2,,,無或物(動物、堆置物),0,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.516785,24.979477
2026,8,20260801,011200,A2,臺中市政府警察局,臺中市西區中華里臺灣大道一段 / 臺中市西區中華里中華路一段,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,雙向禁止超車線,無標記,禁止變換車道線(無標記),未繪設快慢車道分隔線,無,車與車,追撞,其他,其他不當駕車行為,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,35,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,其他,其他不當駕車行為,否,120.676418,24.145082
2026,8,20260801,011200,A2,臺中市政府警察局,臺中市西區中華里臺灣大道一段 / 臺中市西區中華里中華路一段,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,雙向禁止超車線,無標記,禁止變換車道線(無標記),未繪設快慢車道分隔線,無,車與車,追撞,其他,其他不當駕車行為,死亡0;受傷1,2,機車,普通重型,男,35,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,後車尾,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.676418,24.145082
2026,8,20260801,012900,A2,高雄市政府警察局,高雄市大寮區鳳林三路 / 高雄市大寮區萬丹路,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,駕駛者,有號誌路口，轉彎車未讓直行車先行,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,32,繫安全帶(使用幼童安全椅),未使用,車的狀態,右轉彎,汽車,右側車身,,,駕駛者,有號誌路口，轉彎車未讓直行車先行,否,120.391297,22.612125
2026,8,20260801,012900,A2,高雄市政府警察局,高雄市大寮區鳳林三路 / 高雄市大寮區萬丹路,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,駕駛者,有號誌路口，轉彎車未讓直行車先行,死亡0;受傷1,2,機車,普通重型,男,19,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.391297,22.612125
2026,8,20260801,020100,A2,新北市政府警察局,新北市五股區登林路前0.0公尺,晴,有照明且開啟,市區道路,40,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,無,車輛本身,路上翻車、摔倒,其他,其他不當駕車行為,死亡0;受傷1,1,機車,普通重型,男,25,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,,,其他,其他不當駕車行為,否,121.422529,25.071373
2026,8,20260801,020100,A2,新北市政府警察局,新北市五股區登林路前0.0公尺,晴,有照明且開啟,市區道路,40,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,無,車輛本身,路上翻車、摔倒,其他,其他不當駕車行為,死亡0;受傷1,2,,,無或物(動物、堆置物),0,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.422529,25.071373
2026,8,20260801,022400,A2,臺中市政府警察局,臺中市大里區金城里中興路一段302-2號前0.0公尺,陰,有照明且開啟,市區道路,50,交岔路,三岔路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),未繪設車道線,快慢車道分隔線,有,車與車,追撞,其他,其他不當駕車行為,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,25,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,其他,其他不當駕車行為,否,120.694689,24.089250
2026,8,20260801,022400,A2,臺中市政府警察局,臺中市大里區金城里中興路一段302-2號前0.0公尺,陰,有照明且開啟,市區道路,50,交岔路,三岔路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),未繪設車道線,快慢車道分隔線,有,車與車,追撞,其他,其他不當駕車行為,死亡0;受傷1,2,機車,普通重型,男,21,戴半罩式安全帽,未使用,車的狀態,等待(引擎未熄火),機車與自行車,後車尾,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.694689,24.089250
2026,8,20260801,022400,A2,臺中市政府警察局,臺中市大里區金城里中興路一段302-2號前0.0公尺,陰,有照明且開啟,市區道路,50,交岔路,三岔路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),未繪設車道線,快慢車道分隔線,有,車與車,追撞,其他,其他不當駕車行為,死亡0;受傷1,3,人,乘客,女,26,戴半罩式安全帽,非駕駛人,人的狀態,其他,其他,無撞擊,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.694689,24.089250
2026,8,20260801,025000,A2,臺中市政府警察局,臺中市北屯區平德里北平路三段前0.0公尺,晴,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,駕駛者,闖紅燈直行,死亡0;受傷1,1,機車,普通重型,男,39,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,,,駕駛者,闖紅燈直行,否,120.682335,24.171058
2026,8,20260801,025000,A2,臺中市政府警察局,臺中市北屯區平德里北平路三段前0.0公尺,晴,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,駕駛者,闖紅燈直行,死亡0;受傷1,2,小客車(含客、貨兩用),自用,男,25,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左前車頭(身),,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.682335,24.171058
2026,8,20260801,031000,A2,新北市政府警察局,新北市三重區臺64線道路前0.0公尺,晴,有照明且開啟,市區道路,80,單路部分,高架道路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),寬式快慢車道分隔島(50公分以上),有,車與車,其他,其他,其他不當駕車行為,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,20,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左側車身,,,其他,其他不當駕車行為,否,121.478559,25.046488
2026,8,20260801,031000,A2,新北市政府警察局,新北市三重區臺64線道路前0.0公尺,晴,有照明且開啟,市區道路,80,單路部分,高架道路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),寬式快慢車道分隔島(50公分以上),有,車與車,其他,其他,其他不當駕車行為,死亡0;受傷1,2,小客車(含客、貨兩用),自用,男,48,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.478559,25.046488
2026,8,20260801,031400,A2,臺中市政府警察局,臺中市豐原區南村里水源路475號前0.0公尺,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),快慢車道分隔線,無,車與車,其他,駕駛者,觀看其他事故、活動、道路環境或車外資訊分心駕駛,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,28,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),,,駕駛者,觀看其他事故、活動、道路環境或車外資訊分心駕駛,否,120.731715,24.255187
2026,8,20260801,031400,A2,臺中市政府警察局,臺中市豐原區南村里水源路475號前0.0公尺,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),快慢車道分隔線,無,車與車,其他,駕駛者,觀看其他事故、活動、道路環境或車外資訊分心駕駛,死亡0;受傷1,2,機車,普通重型,男,42,不明,不明,車的狀態,靜止(引擎熄火),機車與自行車,後車尾,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.731715,24.255187
2026,8,20260801,031400,A2,臺中市政府警察局,臺中市豐原區南村里水源路475號前0.0公尺,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),快慢車道分隔線,無,車與車,其他,駕駛者,觀看其他事故、活動、道路環境或車外資訊分心駕駛,死亡0;受傷1,3,小客車(含客、貨兩用),自用,女,66,不明,不明,車的狀態,靜止(引擎熄火),汽車,左後車尾(身),,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.731715,24.255187
2026,8,20260801,031400,A2,臺中市政府警察局,臺中市豐原區南村里水源路475號前0.0公尺,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),快慢車道分隔線,無,車與車,其他,駕駛者,觀看其他事故、活動、道路環境或車外資訊分心駕駛,死亡0;受傷1,4,小客車(含客、貨兩用),自用,男,66,不明,不明,車的狀態,靜止(引擎熄火),汽車,左後車尾(身),,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.731715,24.255187
2026,8,20260801,043400,A2,高雄市政府警察局,高雄市苓雅區建國一路354號前0.0公尺,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,無,車與車,追撞,其他,相關跡證不足且無具體影像紀錄，當事人各執一詞，經分析後無法釐清肇事原因,死亡0;受傷2,1,機車,普通重型,男,24,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,其他,相關跡證不足且無具體影像紀錄，當事人各執一詞，經分析後無法釐清肇事原因,否,120.313700,22.620010
2026,8,20260801,043400,A2,高雄市政府警察局,高雄市苓雅區建國一路354號前0.0公尺,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,無,車與車,追撞,其他,相關跡證不足且無具體影像紀錄，當事人各執一詞，經分析後無法釐清肇事原因,死亡0;受傷2,2,機車,普通重型,男,31,戴半罩式安全帽,未使用,車的狀態,急減速或急停止,機車與自行車,後車尾,,,其他,相關跡證不足且無具體影像紀錄，當事人各執一詞，經分析後無法釐清肇事原因,否,120.313700,22.620010
2026,8,20260801,055600,A2,新北市政府警察局,新北市板橋區民生路 / 新北市板橋區三民路2段,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,側撞,駕駛者,闖紅燈直行,死亡0;受傷2,1,機車,普通重型,男,79,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,闖紅燈直行,否,121.475912,25.012957
2026,8,20260801,055600,A2,新北市政府警察局,新北市板橋區民生路 / 新北市板橋區三民路2段,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,側撞,駕駛者,闖紅燈直行,死亡0;受傷2,2,機車,普通重型,女,28,戴半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,左側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.475912,25.012957
2026,8,20260801,061000,A2,新北市政府警察局,新北市泰山區泰林路2段573號前0.0公尺,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,側撞,駕駛者,未保持行車安全距離,死亡0;受傷2,1,機車,普通重型,男,31,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,未保持行車安全距離,否,121.422315,25.063542
2026,8,20260801,061000,A2,新北市政府警察局,新北市泰山區泰林路2段573號前0.0公尺,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,側撞,駕駛者,未保持行車安全距離,死亡0;受傷2,2,機車,普通重型,女,25,戴非半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,後車尾,,,燈光,未依規定使用燈光,否,121.422315,25.063542
2026,8,20260801,061600,A2,新北市政府警察局,新北市蘆洲區光華路173號前0.0公尺,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,其他,其他,其他不當駕車行為,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,37,繫安全帶(使用幼童安全椅),未使用,車的狀態,等待(引擎未熄火),汽車,右側車身,,,其他,其他不當駕車行為,否,121.483769,25.008326
2026,8,20260801,061600,A2,新北市政府警察局,新北市蘆洲區光華路173號前0.0公尺,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,其他,其他,其他不當駕車行為,死亡0;受傷1,2,慢車,其他慢車,女,66,戴半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,左側車身,,,其他,其他不當駕車行為,否,121.483769,25.008326
2026,8,20260801,062900,A2,臺北市政府警察局,臺北市內湖區成功路2段241號前0.0公尺,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,變換車道不當,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,61,繫安全帶(使用幼童安全椅),未使用,車的狀態,向左變換車道,汽車,左側車身,,,駕駛者,變換車道不當,否,121.590841,25.068074
2026,8,20260801,062900,A2,臺北市政府警察局,臺北市內湖區成功路2段241號前0.0公尺,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,變換車道不當,死亡0;受傷1,2,機車,普通重型,男,37,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.590841,25.068074
2026,8,20260801,063600,A2,臺中市政府警察局,臺中市南屯區楓樹里楓樹西街 / 臺中市南屯區楓樹里楓樹西街,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,雙向禁止超車線,無標記,車道線(無標記),快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡0;受傷1,1,機車,普通重型,男,18,不明,不明,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,120.629828,24.120119
2026,8,20260801,063600,A2,臺中市政府警察局,臺中市南屯區楓樹里楓樹西街 / 臺中市南屯區楓樹里楓樹西街,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,雙向禁止超車線,無標記,車道線(無標記),快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡0;受傷1,2,小客車(含客、貨兩用),自用,男,73,不明,不明,車的狀態,向前直行中,汽車,左後車尾(身),,,駕駛者,未依規定減速,否,120.629828,24.120119
2026,8,20260801,065000,A2,新北市政府警察局,新北市汐止區大同路2段 / 新北市汐止區信義路,晴,有照明未開啟或故障,市區道路,50,交岔路,多岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,窄式附柵欄,車道線(無標記),未繪設快慢車道分隔線,有,人與車,穿越道路中,非駕駛者,未依號誌或手勢指揮(示)穿越道路,死亡0;受傷1,1,人,行人,女,65,其他(無需使用保護裝備之人),非駕駛人,人的狀態,步行,其他,非汽、機及自行車,,,非駕駛者,未依號誌或手勢指揮(示)穿越道路,否,121.662295,25.069536
